sentence_id,clause_index,clause_text,clause_type,function,claim_type,claim_strength,evidence_support,risk_words,issue,recommended_action
REDUCED_XOR_COUNTERFACTUALS.P1.S4,4,": reducedxor reports the complete warmup-10 direction map for all eight same-data-RO directions and all eight complements, plus the final all64 output.",colon_clause,BG,comparative,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P1.S5,1,"The second run now covers all 16 reduced directions, removing the selective-reporting ambiguity",main_clause,BG,comparative,low,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P1.S5,2,:  several individual directions are biased,colon_clause,BG,descriptive,none,None,several,colon_sentence_split_check;risk_word,SPLIT_SENTENCE;REPLACE_RISK_VERB
REDUCED_XOR_COUNTERFACTUALS.P1.S5,3,while  only some complements are near balanced.,subordinate_clause,BG,descriptive,none,None,some,colon_sentence_split_check;risk_word,SPLIT_SENTENCE;REPLACE_RISK_VERB
REDUCED_XOR_COUNTERFACTUALS.P2.S1,1,"{figure}[t] { }{!}{ {tikzpicture}[ font= , bit/.style={draw, minimum width=5mm, minimum height=5mm, fill=softblue}, block/.style={draw, rounded corners=1.5pt, minimum width=20mm, minimum height=8mm, align=center, fill=softgray}, arr/.style={-{Stealth[length=2mm]}, thick} ] in {0,...,7} { (b ) at ( 0.55,0) {}",main_clause,RESULT,descriptive,low,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P2.S1,2,;  } {sampled vector\ data-RO direction},appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P2.S1,3,;  (select) {select\ },appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P2.S1,4,;  (all) {all64 XOR},appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P2.S1,5,;  (except) {XOR except\ direction},appositive_or_coordinate_clause,BG,descriptive,none,None,,hidden_boundary,ADD_BOUNDARY
REDUCED_XOR_COUNTERFACTUALS.P2.S1,6,;  (b7.east) -- (select.west),parenthetical_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P2.S1,7,;  (select.north) -- (all.south),parenthetical_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P2.S1,8,;  (select.south) -- (except.north),parenthetical_clause,BG,descriptive,none,None,,hidden_boundary,ADD_BOUNDARY
REDUCED_XOR_COUNTERFACTUALS.P2.S1,9,;  (p1a) {$p_1$ all64},appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P2.S1,10,;  (p1d) {$p_1$ direction},appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P2.S1,11,;  (p1e) {$p_1$ complement},appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P2.S1,12,;  (all) -- (p1a),parenthetical_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P2.S1,13,;  (select) -- (p1d),parenthetical_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P2.S1,14,;  (except) -- (p1e),parenthetical_clause,BG,descriptive,none,None,,hidden_boundary,ADD_BOUNDARY
REDUCED_XOR_COUNTERFACTUALS.P2.S1,15,;  {tikzpicture}} {Reduced-XOR construction.,appositive_or_coordinate_clause,BG,comparative,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P2.S2,1,"The experiment compares the final all64 output, same-data-RO directions, complements",main_clause,SETUP,descriptive,low,Experiment setup,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P2.S2,2,"that  remove one direction from the final XOR, and line-direction controls",relative_clause,BG,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P2.S2,3,that  XOR across data ROs at one sampler phase.} fig,relative_clause,BG,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P2.S2,4,: reducedxorconstruct {figure},colon_clause,RESULT,comparative,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P3.S2,1,Run02 covers all eight same-data-RO directions and all eight complements,main_clause,BG,descriptive,low,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P3.S2,2,;  the all64 run02 row is retained as the corresponding final-output repeat context.} tab,appositive_or_coordinate_clause,BG,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P3.S2,3,: reducedxor { }{!}{ {tabular}{lllrrrrr} Mode & Direction & Label & $p_1$ r01 & Signed bias r01 & Min-H r01 & Worst $x$ r01 & $p_1$ r02 \\ all64 & all & all64 & 0.458617 & -0.041383 & 0.885279 & 590 & 0.443194 \\ data\_ro & 0 & data\_ro0 & 0.191877 & -0.308123 & 0.307353 & 897 & 0.182267 \\ data\_ro & 1 & data\_ro1 & 0.518915 & 0.018915 & 0.946430 & 632 & 0.522621 \\ data\_ro & 2 & data\_ro2 & 0.244002 & -0.255998 & 0.403546 & 847 & 0.245911 \\ data\_ro & 3 & data\_ro3 & 0.671833 & 0.171833 & 0.573825 & 804 & 0.671545 \\ data\_ro & 4 & data\_ro4 & 0.424639 & -0.075361 & 0.797461 & 807 & 0.427625 \\ data\_ro & 5 & data\_ro5 & 0.409454 & -0.090546 & 0.759879 & 806 & 0.405413 \\ data\_ro & 6 & data\_ro6 & 0.375380 & -0.124620 & 0.678949 & 839 & 0.375746 \\ data\_ro & 7 & data\_ro7 & 0.549958 & 0.049958 & 0.862607 & 644 & 0.547275 \\ except\_data\_ro & 0 & except\_ro0 & 0.501020 & 0.001020 & 0.997060 & 571 & 0.500956 \\ except\_data\_ro & 1 & except\_ro1 & 0.550312 & 0.050312 & 0.861678 & 597 & 0.553538 \\ except\_data\_ro & 2 & except\_ro2 & 0.499674 & -0.000326 & 0.999060 & 557 & 0.499543 \\ except\_data\_ro & 3 & except\_ro3 & 0.553930 & 0.053930 & 0.852224 & 603 & 0.553217 \\ except\_data\_ro & 4 & except\_ro4 & 0.520205 & 0.020205 & 0.942848 & 570 & 0.519451 \\ except\_data\_ro & 5 & except\_ro5 & 0.565521 & 0.065521 & 0.822347 & 620 & 0.566377 \\ except\_data\_ro & 6 & except\_ro6 & 0.501833 & 0.001833 & 0.994721 & 556 & 0.500471 \\ except\_data\_ro & 7 & except\_ro7 & 0.542602 & 0.042602 & 0.882034 & 598 & 0.542643 \\ {tabular}} {table*},colon_clause,RESULT,comparative,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P4.S2,1,The full-direction repeat tests run-to-run stability of the warmup-10 direction map,main_clause,BG,descriptive,low,None,,multi_claim_sentence,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P4.S2,2,;  the second-board rows test cross-board mechanism persistence,appositive_or_coordinate_clause,BG,descriptive,none,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P4.S2,3,;  the line-direction rows test whether warmup-10 bias is a sampler-phase row failure,appositive_or_coordinate_clause,BG,descriptive,low,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P4.S2,4,;  the data\_ro3 warmup-neighbor rows test whether the strongest high-biased direction is unique to warmup 10.} tab,appositive_or_coordinate_clause,BG,descriptive,low,None,high,multi_claim_sentence;colon_sentence_split_check;risk_word,SPLIT_SENTENCE;REPLACE_RISK_VERB
REDUCED_XOR_COUNTERFACTUALS.P4.S2,5,: reducedxormechanism {tabular}{@{}L{0.20 }L{0.25 }L{0.25 }L{0.22 }@{}} Control & Measured scope & Key values & Mechanism reading \\ Warmup-10 same-data-RO directions & eight $y_{ {ro}i}$ rows & $p_1$ range 0.191877--0.671833,colon_clause,RESULT,comparative,low,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P4.S2,6,;  max abs bias 0.308123,appositive_or_coordinate_clause,BG,descriptive,none,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P4.S2,7,";  min min-H 0.307353 & Strong anisotropy along same-data-RO directions \\ Warmup-10 full direction repeat & eight $y_{ {ro}i}$ and eight $y_{ {except}\ i}$ rows in run01/run02 & data\_ro Pearson 0.999678, mean $| p_1|=0.003199$, same sign 8/8",appositive_or_coordinate_clause,BG,descriptive,low,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P4.S2,8,";  complements Pearson 0.999013, mean $| p_1|=0.000893$, same sign 8/8 & Repeat-stable anisotropic direction map at warmup 10 \\ Second-board full direction maps & warmup-10 and warmup-11 all64, data\_ro indices 0--7, and except\_ro indices 0--7 & W10 all64 $p_1=0.360614$",appositive_or_coordinate_clause,BG,descriptive,low,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P4.S2,9,";  except\_ro0, except\_ro2, except\_ro6 near balanced at 0.500015, 0.502798, 0.500649",appositive_or_coordinate_clause,BG,descriptive,low,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P4.S2,10,";  W11 all64 $p_1=0.473738$ & Same cancellation mechanism appears on a second board, but contributor identities and magnitudes are board specific \\ Second-board held-out sampler W10 & same data-RO matrix and sampled-register island",appositive_or_coordinate_clause,BG,descriptive,low,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P4.S2,11,;  sample RO moved to X36Y35,appositive_or_coordinate_clause,BG,descriptive,none,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P4.S2,12,";  all64, data\_ro indices 0--7, except\_ro indices 0--7 & all64 shifts from 0.360614 to 0.500718",appositive_or_coordinate_clause,BG,descriptive,low,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P4.S2,13,;  held-out data\_ro range 0.273096--0.658159,appositive_or_coordinate_clause,BG,descriptive,none,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P4.S2,14,;  data\_ro rank Spearman 0.500,appositive_or_coordinate_clause,BG,descriptive,none,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P4.S2,15,";  sign flips in ro1, ro3, ro4 & Sampler physical context can reorder contributor signs and enable aggregate cancellation without removing biased contributors \\ Warmup-10 sampler-phase line directions & eight $y_{ {line}k}$ rows & $p_1$ range 0.486473--0.501004",appositive_or_coordinate_clause,BG,descriptive,medium,None,,multi_claim_sentence;implication_without_evidence;colon_sentence_split_check,SPLIT_SENTENCE;ADD_EVIDENCE_ANCHOR
REDUCED_XOR_COUNTERFACTUALS.P4.S2,16,;  max abs bias 0.013527,appositive_or_coordinate_clause,BG,descriptive,none,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P4.S2,17,;  min min-H 0.961488 & No evidence of a generic sampler-phase line failure in this run \\ Line6 targeted repeat & $y_{ {line}6}$ run01 and repeat02 & $p_1=0.486473$ and 0.487182,appositive_or_coordinate_clause,BG,descriptive,low,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P4.S2,18,;  worst byte.bit remains 0.3,appositive_or_coordinate_clause,BG,descriptive,none,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P4.S2,19,";  worst $x=701$ and 714 & Stable fixed-position outlier with weak global bias \\ data\_ro3 warmup neighbors & $y_{ {ro}3}$ and except\_ro3 at warmups 5, 10, 11 & data\_ro3 $p_1=0.576638$, 0.671833, 0.544560",appositive_or_coordinate_clause,BG,descriptive,low,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P4.S2,20,";  except\_ro3 $p_1=0.503005$, 0.553930, 0.501558 & Direction persists",appositive_or_coordinate_clause,BG,descriptive,none,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P4.S2,21,;  complement cancellation is warmup-dependent \\ {tabular} {table*},appositive_or_coordinate_clause,RESULT,descriptive,none,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P5.S1,1,"{figure}[t] { }{!}{ {tikzpicture}[font= , x=0.43cm, y=4.3cm] (0,0) -- (18.2,0) node[right] {direction}",main_clause,RESULT,descriptive,low,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,2,";  (0,0) -- (0,0.78) node[above] {$p_1$}",appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,3,";  / in {0/0,0.25/0.25,0.5/0.5,0.75/0.75} { (-0.08, ) -- (0, ) node[left] { }",appositive_or_coordinate_clause,BG,descriptive,low,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,4,";  } (0,0.5) -- (18.0,0.5)",parenthetical_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,5,";  (0.77,0) rectangle (1.23,0.458617)",parenthetical_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,6,";  (1.77,0) rectangle (2.23,0.191877)",parenthetical_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,7,";  (2.77,0) rectangle (3.23,0.518915)",parenthetical_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,8,";  (3.77,0) rectangle (4.23,0.244002)",parenthetical_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,9,";  (4.77,0) rectangle (5.23,0.671833)",parenthetical_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,10,";  (5.77,0) rectangle (6.23,0.424639)",parenthetical_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,11,";  (6.77,0) rectangle (7.23,0.409454)",parenthetical_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,12,";  (7.77,0) rectangle (8.23,0.375380)",parenthetical_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,13,";  (8.77,0) rectangle (9.23,0.549958)",parenthetical_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,14,";  (9.77,0) rectangle (10.23,0.501020)",parenthetical_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,15,";  (10.77,0) rectangle (11.23,0.550312)",parenthetical_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,16,";  (11.77,0) rectangle (12.23,0.499674)",parenthetical_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,17,";  (12.77,0) rectangle (13.23,0.553930)",parenthetical_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,18,";  (13.77,0) rectangle (14.23,0.520205)",parenthetical_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,19,";  (14.77,0) rectangle (15.23,0.565521)",parenthetical_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,20,";  (15.77,0) rectangle (16.23,0.501833)",parenthetical_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,21,";  (16.77,0) rectangle (17.23,0.542602)",parenthetical_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,22,";  at (1,-0.025) {all64}",appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,23,";  at (2,-0.025) {ro0}",appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,24,";  at (3,-0.025) {ro1}",appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,25,";  at (4,-0.025) {ro2}",appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,26,";  at (5,-0.025) {ro3}",appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,27,";  at (6,-0.025) {ro4}",appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,28,";  at (7,-0.025) {ro5}",appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,29,";  at (8,-0.025) {ro6}",appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,30,";  at (9,-0.025) {ro7}",appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,31,";  at (10,-0.025) {ex0}",appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,32,";  at (11,-0.025) {ex1}",appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,33,";  at (12,-0.025) {ex2}",appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,34,";  at (13,-0.025) {ex3}",appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,35,";  at (14,-0.025) {ex4}",appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,36,";  at (15,-0.025) {ex5}",appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,37,";  at (16,-0.025) {ex6}",appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,38,";  at (17,-0.025) {ex7}",appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,39,";  at (17.95,0.61) {$p_1=0.5$}",appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,40,";  at (1.5,0.72) {same-data-RO group}",appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,41,";  at (10.0,0.72) {complement group}",appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S1,42,;  {tikzpicture}} {Warmup-10 reduced-XOR $p_1$ values for the complete run01 direction map.,appositive_or_coordinate_clause,BG,comparative,low,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S2,1,The left group contains all64 followed by same-data-RO directions,main_clause,BG,descriptive,low,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S2,2,;  the right group contains complements.,appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S3,1,Bar patterns distinguish the groups for grayscale viewing.} fig,main_clause,BG,descriptive,low,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P5.S3,2,: reducedxor {figure},colon_clause,RESULT,comparative,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P6.S1,1,The mechanism controls in Table tab,main_clause,RESULT,descriptive,none,Table,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P6.S1,2,: reducedxormechanism sharpen the interpretation.,colon_clause,BG,comparative,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P6.S2,1,The warmup-10 sampled vector is strongly anisotropic and repeat-stable,main_clause,BG,descriptive,low,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P6.S2,2,":  across the complete run01/run02 direction map, same-data-RO directions have Pearson correlation 0.999678 in $p_1$, mean absolute run-to-run change 0.003199, and the same bias sign in all eight directions.",colon_clause,BG,causal/generalization,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P6.S3,1,"The complement directions show the same qualitative stability with Pearson correlation 0.999013, mean absolute change 0.000893, and matching bias signs in all eight directions.",main_clause,RESULT,causal/generalization,medium,None,,implication_without_evidence,ADD_EVIDENCE_ANCHOR
REDUCED_XOR_COUNTERFACTUALS.P7.S2,1,"At warmup 10, the second-board all64 output is biased low ($p_1=0.360614$)",main_clause,BG,descriptive,low,None,low,risk_word,REPLACE_RISK_VERB
REDUCED_XOR_COUNTERFACTUALS.P7.S2,2,"while  removing data\_ro0, data\_ro2, or data\_ro6 nearly balances the stream ($p_1=0.500015$, 0.502798, and 0.500649).",subordinate_clause,BG,descriptive,low,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P7.S3,1,"At warmup 11, all64 moves closer to balance ($p_1=0.473738$), but individual same-data-RO contributors remain strongly biased",main_clause,GAP,descriptive,low,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P7.S3,2,";  near-balanced removal cases shift to except\_ro3, except\_ro6, and except\_ro1.",appositive_or_coordinate_clause,BG,descriptive,low,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P8.S4,1,The full reduced-XOR map shows,main_clause,RESULT,comparative,medium,None,,multi_claim_sentence;implication_without_evidence,SPLIT_SENTENCE;ADD_EVIDENCE_ANCHOR
REDUCED_XOR_COUNTERFACTUALS.P8.S4,2,that  this aggregate balance does not mean the internal contributors became unbiased,relative_clause,BG,descriptive,low,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P8.S4,3,:  held-out same-data-RO directions span $p_1=0.273096$ to 0.658159,colon_clause,BG,descriptive,none,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P8.S4,4,"while  complements except\_ro1, except\_ro3, except\_ro4, except\_ro5, except\_ro6, and except\_ro7 are all near 0.5.",subordinate_clause,BG,descriptive,low,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P8.S6,1,This supports a sampler-context and local-routed-interaction interpretation rather than a fixed intrinsic ranking of data ROs alone.,main_clause,BG,descriptive,medium,None,,implication_without_evidence,ADD_EVIDENCE_ANCHOR
REDUCED_XOR_COUNTERFACTUALS.P9.S2,1,"Using marginal contributor probabilities, it predicts a primary-board all64 value near 0.500001 for a case measured at 0.458617, leaving a residual consistent with correlation, fixed-position restart structure, or unmodeled sampler-aperture effects.",main_clause,RESULT,measurement,low,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P9.S4,1,The contrast reinforces the caution,main_clause,BG,descriptive,none,None,,multi_claim_sentence,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P9.S4,2,"that  XOR cancellation may sometimes be approximated from marginals, but the paper does not use this approximation as calibrated physical proof.",relative_clause,BG,descriptive,medium,None,,multi_claim_sentence;implication_without_evidence,SPLIT_SENTENCE;ADD_EVIDENCE_ANCHOR
REDUCED_XOR_COUNTERFACTUALS.P10.S2,1,Table tab,main_clause,RESULT,descriptive,none,Table,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P10.S2,2,: tvlsimechanism summarizes the checks.,colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P11.S2,1,"These rows are used as diagnostic boundary evidence, not as calibrated physical aperture or certification claims.} tab",main_clause,BG,descriptive,low,None,,multi_claim_sentence,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P11.S2,2,": tvlsimechanism {tabular}{@{}L{0.19 }L{0.27 }L{0.29 }L{0.17 }@{}} Check & Coverage & Key result & Manuscript role \\ Frozen held-out prediction & 17 evaluated rows and four baselines & Best current sign accuracy 0.6667 and class accuracy 1.0000, but Spearman rank correlation remains 0.0714 & Shows limited transfer signal",colon_clause,RESULT,method,medium,None,,multi_claim_sentence;implication_without_evidence;colon_sentence_split_check,SPLIT_SENTENCE;ADD_EVIDENCE_ANCHOR
REDUCED_XOR_COUNTERFACTUALS.P11.S2,3,"while  preserving model residuals \\ Second held-out warmup/aperture sweep & 10 warmup points for all64/ {all640}, data\_ro0, and data\_ro4 anchors & all64 transition bracket 8$ $9",subordinate_clause,BG,descriptive,low,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P11.S2,4,;  strongest all64 abs bias 0.180194 at w8,appositive_or_coordinate_clause,BG,descriptive,none,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P11.S2,5,;  minimum 0.000337 at w9,appositive_or_coordinate_clause,BG,descriptive,none,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P11.S2,6,";  data\_ro4 has three sign changes & Supports startup/aperture sensitivity for selected anchors \\ Route/PIP/net-delay proxy audit & 17 route-audit rows in the second held-out context & Route features are available, but not calibrated to physical aperture delay & Keeps route evidence as proxy, not causality proof \\ Board2 PVT/XADC diagnostics & 112 parseable manifest rows plus historical-bitstream comparison & Sentinel temperature and zero rails persist",appositive_or_coordinate_clause,BG,causal/generalization,medium,None,,multi_claim_sentence;implication_without_evidence;colon_sentence_split_check,SPLIT_SENTENCE;ADD_EVIDENCE_ANCHOR
REDUCED_XOR_COUNTERFACTUALS.P11.S2,7,";  PVT is invalid as a physical covariate & Retained as limitation, not used to explain captures \\ Toolflow/directive sensitivity & 12/12 valid captures and 6/6 original-vs-Explore route-pair diffs & Stable-route max absolute-bias shift 0.000896",appositive_or_coordinate_clause,BOUNDARY,limitation,low,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P11.S2,8,;  route-moving max absolute-bias shift 0.012461 & Tests whether the boundary evidence is a blanket directive artifact \\ {tabular} {table*},appositive_or_coordinate_clause,RESULT,descriptive,low,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P12.S1,1,Table tab,main_clause,RESULT,descriptive,none,Table,,none,KEEP
