section_id,subsection_id,paragraph_id,sentence_id,sentence_text,sentence_position,dominant_function,secondary_function,previous_sentence_relation,next_sentence_relation,claim_type,claim_strength,evidence_anchor,citation_anchor,figure_table_anchor,technical_terms,hedging_words,risk_words,punctuation_pattern,sentence_skeleton,expected_topvenue_role,mismatch_type,revision_operation
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P6,REDUCED_XOR_COUNTERFACTUALS.P6.S6,It is concentrated in same-data-RO directions and then reshaped by XOR complements.,6,BG,,jumps,,descriptive,low,None,None,None,RO,,,hyphen_count=2,X is concentrated in same-data-X directions and then reshaped by X complements.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;role_mismatch,ADD_BRIDGE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P7,REDUCED_XOR_COUNTERFACTUALS.P7.S1,The second-board reduced-XOR check reinforces this mechanism without implying identical board behavior.,1,BG,,none,,comparative,low,None,None,None,,,,hyphen_count=2,X second-board reduced-X check reinforces this mechanism without implying identical board behavior.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P7,REDUCED_XOR_COUNTERFACTUALS.P7.S2,"At warmup 10, the second-board all64 output is biased low ($p_1=0.360614$), while removing data\_ro0, data\_ro2, or data\_ro6 nearly balances the stream ($p_1=0.500015$, 0.502798, and 0.500649).",2,BG,,elaborates,,descriptive,low,None,None,None,,,low,hyphen_count=1; parentheses_count=4; comma_count=6,"X warmup 10, the second-board all64 output is biased low ($p_1=0.360614$), while removing data\_ro0, data\_ro2, or data\_ro6 nearly balances the stream ($p_1=0.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,risk_word;punctuation_issue;role_mismatch,REPLACE_RISK_VERB;SPLIT_SENTENCE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P7,REDUCED_XOR_COUNTERFACTUALS.P7.S3,"At warmup 11, all64 moves closer to balance ($p_1=0.473738$), but individual same-data-RO contributors remain strongly biased; near-balanced removal cases shift to except\_ro3, except\_ro6, and except\_ro1.",3,GAP,,elaborates,,descriptive,low,None,None,None,RO,,,hyphen_count=3; semicolon_count=1; parentheses_count=2; comma_count=4,"X warmup 11, all64 moves closer to balance ($p_1=0.473738$), but individual same-data-X contributors remain strongly biased; near-balanced removal cases shift t",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,punctuation_issue;role_mismatch,SPLIT_SENTENCE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P7,REDUCED_XOR_COUNTERFACTUALS.P7.S4,"This is consistent with the same warmup-dependent signed-contributor model observed on the primary board, with board-specific contributor identities and magnitudes.",4,RESULT,,jumps,,measurement,low,None,None,None,,consistent,,hyphen_count=3; comma_count=1,"X is consistent with the same warmup-dependent signed-contributor model observed on the primary board, with board-specific contributor identities and magnitudes",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump,ADD_BRIDGE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P8,REDUCED_XOR_COUNTERFACTUALS.P8.S1,The second-board held-out sampler experiment adds a stronger physical-context check.,1,SETUP,,none,,descriptive,low,Experiment setup,None,None,sampler,,,hyphen_count=3,X second-board held-out sampler experiment adds a stronger physical-context check.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P8,REDUCED_XOR_COUNTERFACTUALS.P8.S2,"It keeps the random1 data-RO matrix and sampled-register island, but moves the sample RO to the held-out X36Y35 context.",2,BG,,elaborates,,descriptive,low,None,None,None,RO,,,hyphen_count=3; comma_count=1,"X keeps the random1 data-X matrix and sampled-register island, but moves the sample X to the held-out X context.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P8,REDUCED_XOR_COUNTERFACTUALS.P8.S3,"Under this sampler context, warmup-10 all64 changes from the original second-board value $p_1=0.360614$ to 0.500718 with Min-H 0.997930.",3,BOUNDARY,,elaborates,,causal/generalization,low,None,None,None,sampler,under,,hyphen_count=3; comma_count=1,"X this sampler context, warmup-10 all64 changes from the original second-board value $p_1=0.360614$ to 0.500718 with X 0.997930.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,ADD_BOUNDARY
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P8,REDUCED_XOR_COUNTERFACTUALS.P8.S4,"The full reduced-XOR map shows that this aggregate balance does not mean the internal contributors became unbiased: held-out same-data-RO directions span $p_1=0.273096$ to 0.658159, while complements except\_ro1, except\_ro3, except\_ro4, except\_ro5, except\_ro6, and except\_ro7 are all near 0.5.",4,RESULT,,jumps,,comparative,medium,None,None,None,RO,,,hyphen_count=4; colon_count=1; comma_count=6,X full reduced-X map shows that this aggregate balance does not mean the internal contributors became unbiased: held-out same-data-X directions span $p_1=0.2730,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;unsupported_claim;punctuation_issue,ADD_BRIDGE;ADD_EVIDENCE_ANCHOR;SPLIT_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P8,REDUCED_XOR_COUNTERFACTUALS.P8.S5,"The data-RO ordering is only partially preserved relative to the original W10 context (Spearman 0.500), and ro1, ro3, and ro4 flip signed bias.",5,BG,,jumps,,descriptive,low,None,None,None,RO,,,hyphen_count=1; parentheses_count=2; comma_count=3,"X data-X ordering is only partially preserved relative to the original X context (X 0.500), and ro1, ro3, and ro4 flip signed bias.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;role_mismatch,ADD_BRIDGE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P8,REDUCED_XOR_COUNTERFACTUALS.P8.S6,This supports a sampler-context and local-routed-interaction interpretation rather than a fixed intrinsic ranking of data ROs alone.,6,BG,,jumps,,descriptive,medium,None,None,None,sampler,,,hyphen_count=3,X supports a sampler-context and local-routed-interaction interpretation rather than a fixed intrinsic ranking of data X alone.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;unsupported_claim;role_mismatch,ADD_BRIDGE;ADD_EVIDENCE_ANCHOR;REFUNCTION_SENTENCE;REORDER_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P9,REDUCED_XOR_COUNTERFACTUALS.P9.S1,A simple independence XOR approximation is useful only as an interpretive check.,1,BG,,none,,descriptive,low,None,None,None,,,,,X simple independence X approximation is useful only as an interpretive check.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P9,REDUCED_XOR_COUNTERFACTUALS.P9.S2,"Using marginal contributor probabilities, it predicts a primary-board all64 value near 0.500001 for a case measured at 0.458617, leaving a residual consistent with correlation, fixed-position restart structure, or unmodeled sampler-aperture effects.",2,RESULT,,jumps,,measurement,low,None,None,None,restart;sampler,consistent,,hyphen_count=3; comma_count=4,"X marginal contributor probabilities, it predicts a primary-board all64 value near 0.500001 for a case measured at 0.458617, leaving a residual consistent with ",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;punctuation_issue,ADD_BRIDGE;SPLIT_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P9,REDUCED_XOR_COUNTERFACTUALS.P9.S3,"For the second-board held-out sampler aggregate, the same approximation predicts 0.499997 versus measured 0.500718.",3,RESULT,,elaborates,,measurement,low,None,None,None,sampler,,,hyphen_count=2; comma_count=1,"X the second-board held-out sampler aggregate, the same approximation predicts 0.499997 versus measured 0.500718.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P9,REDUCED_XOR_COUNTERFACTUALS.P9.S4,"The contrast reinforces the caution that XOR cancellation may sometimes be approximated from marginals, but the paper does not use this approximation as calibrated physical proof.",4,BG,,elaborates,,descriptive,medium,None,None,None,,may,,comma_count=1,"X contrast reinforces the caution that X cancellation may sometimes be approximated from marginals, but the paper does not use this approximation as calibrated ",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,unsupported_claim;role_mismatch,ADD_EVIDENCE_ANCHOR;REFUNCTION_SENTENCE;REORDER_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P10,REDUCED_XOR_COUNTERFACTUALS.P10.S1,Additional mechanism-validation artifacts from the TVLSI track were folded back into this TIM boundary diagnosis as bounded evidence rather than as a separate physical model.,1,BG,,none,,descriptive,low,None,None,None,,,,hyphen_count=1,X mechanism-validation artifacts from the X track were folded back into this X boundary diagnosis as bounded evidence rather than as a separate physical model.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P10,REDUCED_XOR_COUNTERFACTUALS.P10.S2,Table tab:tvlsimechanism summarizes the checks.,2,RESULT,,evidences,,descriptive,none,Table,None,Table tab:tvlsimechanism,,,,colon_count=1,X tab:tvlsimechanism summarizes the checks.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P10,REDUCED_XOR_COUNTERFACTUALS.P10.S3,"The second held-out {sample\_ro\_local} context adds a 10-point anchor warmup sweep over the all64 aggregate (archived as {all640}), data\_ro0, and data\_ro4.",3,BG,,jumps,,descriptive,low,None,None,None,,,,hyphen_count=2; parentheses_count=2; comma_count=2,"X second held-out {sample\_ro\_local} context adds a 10-point anchor warmup sweep over the all64 aggregate (archived as {all640}), data\_ro0, and data\_ro4.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;role_mismatch,ADD_BRIDGE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P10,REDUCED_XOR_COUNTERFACTUALS.P10.S4,"The all64 aggregate moves from a biased warmup-8 point with absolute bias 0.180194 to a near-balanced warmup-9 point with absolute bias 0.000337, and data\_ro4 changes signed-bias direction three times across the observed warmups.",4,RESULT,,elaborates,,causal/generalization,low,None,None,None,,,,hyphen_count=4; comma_count=1,"X all64 aggregate moves from a biased warmup-8 point with absolute bias 0.180194 to a near-balanced warmup-9 point with absolute bias 0.000337, and data\_ro4 ch",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P10,REDUCED_XOR_COUNTERFACTUALS.P10.S5,"This is mechanism-consistent startup/aperture evidence for selected anchors, not a full-map warmup sweep.",5,INTERPRETATION,,jumps,,descriptive,low,None,None,None,,consistent,,hyphen_count=2; slash_count=1; comma_count=1,"X is mechanism-consistent startup/aperture evidence for selected anchors, not a full-map warmup sweep.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;role_mismatch,ADD_BRIDGE;REFUNCTION_SENTENCE;REORDER_SENTENCE;ADD_BOUNDARY
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P11,REDUCED_XOR_COUNTERFACTUALS.P11.S1,{table*}[t] {Additional TVLSI-track mechanism checks imported into the TIM boundary argument.,1,RESULT,,none,,descriptive,low,None,None,None,,,,hyphen_count=1,{table*}[t] {X X mechanism checks imported into the X boundary argument.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P11,REDUCED_XOR_COUNTERFACTUALS.P11.S2,"These rows are used as diagnostic boundary evidence, not as calibrated physical aperture or certification claims.} tab:tvlsimechanism {tabular}{@{}L{0.19 }L{0.27 }L{0.29 }L{0.17 }@{}} Check & Coverage & Key result & Manuscript role \\ Frozen held-out prediction & 17 evaluated rows and four baselines & Best current sign accuracy 0.6667 and class accuracy 1.0000, but Spearman rank correlation remains 0.0714 & Shows limited transfer signal while preserving model residuals \\ Second held-out warmup/aperture sweep & 10 warmup points for all64/ {all640}, data\_ro0, and data\_ro4 anchors & all64 transition bracket 8$ $9; strongest all64 abs bias 0.180194 at w8; minimum 0.000337 at w9; data\_ro4 has three sign changes & Supports startup/aperture sensitivity for selected anchors \\ Route/PIP/net-delay proxy audit & 17 route-audit rows in the second held-out context & Route features are available, but not calibrated to physical aperture delay & Keeps route evidence as proxy, not causality proof \\ Board2 PVT/XADC diagnostics & 112 parseable manifest rows plus historical-bitstream comparison & Sentinel temperature and zero rails persist; PVT is invalid as a physical covariate & Retained as limitation, not used to explain captures \\ Toolflow/directive sensitivity & 12/12 valid captures and 6/6 original-vs-Explore route-pair diffs & Stable-route max absolute-bias shift 0.000896; route-moving max absolute-bias shift 0.012461 & Tests whether the boundary evidence is a blanket directive artifact \\ {tabular} {table*}",2,RESULT,,evidences,,causal/generalization,medium,None,None,None,,evaluated,,hyphen_count=13; semicolon_count=5; colon_count=1; slash_count=9; comma_count=7,"X rows are used as diagnostic boundary evidence, not as calibrated physical aperture or certification claims.} tab:tvlsimechanism {tabular}{@{}X{0.19 }X{0.27 }X",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,unsupported_claim;punctuation_issue,ADD_EVIDENCE_ANCHOR;SPLIT_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P12,REDUCED_XOR_COUNTERFACTUALS.P12.S1,Table tab:toolflowmatrix gives the directive-sensitivity matrix.,1,RESULT,,none,,descriptive,none,Table,None,Table tab:toolflowmatrix,,,,hyphen_count=1; colon_count=1,X tab:toolflowmatrix gives the directive-sensitivity matrix.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P12,REDUCED_XOR_COUNTERFACTUALS.P12.S2,Four stable-route original-vs-Explore pairs preserve bias within about 0.0001--0.0009 in absolute-bias change.,2,BOUNDARY,,jumps,,causal/generalization,low,None,None,None,,within,,hyphen_count=5,X stable-route original-vs-X pairs preserve bias within about 0.0001--0.0009 in absolute-bias change.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump,ADD_BRIDGE;ADD_BOUNDARY
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P12,REDUCED_XOR_COUNTERFACTUALS.P12.S3,"In this matrix, the two larger shifts coincide with extracted route movement: a broad route shift for heldout all64 and a sampler-route shift for sample\_ro\_local data\_ro4.",3,BG,,jumps,,descriptive,low,None,None,None,sampler,,,hyphen_count=1; colon_count=1; comma_count=1,"X this matrix, the two larger shifts coincide with extracted route movement: a broad route shift for heldout all64 and a sampler-route shift for sample\_ro\_loc",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;role_mismatch,ADD_BRIDGE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P12,REDUCED_XOR_COUNTERFACTUALS.P12.S4,"This does not characterize every Vivado seed or directive, but it addresses a narrower reviewer concern: the sampler-boundary observations are not explained away as a blanket Explore-directive artifact.",4,BG,,jumps,,method,low,None,None,None,sampler,,,hyphen_count=2; colon_count=1; comma_count=1,"X does not characterize every X seed or directive, but it addresses a narrower reviewer concern: the sampler-boundary observations are not explained away as a b",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;role_mismatch,ADD_BRIDGE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P13,REDUCED_XOR_COUNTERFACTUALS.P13.S1,{table*}[t] {Minimal original-vs-Explore toolflow sensitivity matrix.,1,RESULT,,none,,descriptive,none,None,None,None,,,,hyphen_count=2,{table*}[t] {X original-vs-X toolflow sensitivity matrix.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P13,REDUCED_XOR_COUNTERFACTUALS.P13.S2,Change in $|b|$ is signed as Explore minus original.,2,BG,,jumps,,causal/generalization,low,None,None,None,,,,,X in $|b|$ is signed as X minus original.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;role_mismatch,ADD_BRIDGE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P13,REDUCED_XOR_COUNTERFACTUALS.P13.S3,The all64 aggregate is archived as anchor {all640} in the CSV evidence.} tab:toolflowmatrix {tabular}{llrrrrl} Context & Anchor & Original $p_1$ & Explore $p_1$ & $ p_1$ & Change in $|b|$ & Route movement \\ heldout\_x36y35 & all64 & 0.499624 & 0.490577 & -0.009047 & 0.009047 & broad route shift \\ heldout\_x36y35 & data\_ro0 & 0.298739 & 0.297843 & -0.000896 & 0.000896 & no route shift \\ heldout\_x36y35 & data\_ro4 & 0.395325 & 0.395775 & 0.000450 & -0.000450 & no route shift \\ sample\_ro\_local & all64 & 0.499545 & 0.499445 & -0.000100 & 0.000100 & no route shift \\ sample\_ro\_local & data\_ro0 & 0.268654 & 0.267883 & -0.000771 & 0.000771 & no route shift \\ sample\_ro\_local & data\_ro4 & 0.554421 & 0.566882 & 0.012461 & 0.012461 & sampler route shift \\ {tabular} {table*},3,RESULT,,evidences,,causal/generalization,low,None,None,None,sampler,,,hyphen_count=5; colon_count=1,X all64 aggregate is archived as anchor {all640} in the X evidence.} tab:toolflowmatrix {tabular}{llrrrrl} X & X & X $p_1$ & X $p_1$ & $ p_1$ & X in $|b|$ & X m,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P14,REDUCED_XOR_COUNTERFACTUALS.P14.S1,The data\_ro3 warmup-neighbor control further shows that the strongest high-biased warmup-10 direction is not a one-run anomaly.,1,RESULT,,none,,measurement,medium,None,None,None,,,high,hyphen_count=4,X data\_ro3 warmup-neighbor control further shows that the strongest high-biased warmup-10 direction is not a one-run anomaly.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,unsupported_claim;risk_word,ADD_EVIDENCE_ANCHOR;REPLACE_RISK_VERB
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P14,REDUCED_XOR_COUNTERFACTUALS.P14.S2,"It remains high-biased at warmups 5, 10, and 11, but the except\_ro3 complement is near balanced at warmups 5 and 11 and moderately high-biased at warmup 10.",2,BG,,elaborates,,descriptive,low,None,None,None,,,high,hyphen_count=2; comma_count=3,"X remains high-biased at warmups 5, 10, and 11, but the except\_ro3 complement is near balanced at warmups 5 and 11 and moderately high-biased at warmup 10.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,risk_word;role_mismatch,REPLACE_RISK_VERB;REFUNCTION_SENTENCE;REORDER_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P14,REDUCED_XOR_COUNTERFACTUALS.P14.S3,"This supports a warmup-dependent complement-cancellation model: individual same-data-RO directions can be stable biased hardware functions, while final all64 quality depends on how the remaining directions cancel or reinforce them under a specific startup window.",3,BOUNDARY,,jumps,,limitation,medium,None,None,None,RO,can;under,,hyphen_count=4; colon_count=1; comma_count=1,"X supports a warmup-dependent complement-cancellation model: individual same-data-X directions can be stable biased hardware functions, while final all64 qualit",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;unsupported_claim,ADD_BRIDGE;ADD_EVIDENCE_ANCHOR;ADD_BOUNDARY
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P14,REDUCED_XOR_COUNTERFACTUALS.P14.S4,"The line6 repeat gives a different pattern: weak global bias but a stable worst fixed-position outlier, consistent with fixed-position startup structure rather than a row-direction analogue of the strong data-RO direction bias.",4,INTERPRETATION,,elaborates,,descriptive,low,None,None,None,RO,consistent,,hyphen_count=4; colon_count=1; comma_count=1,"X line6 repeat gives a different pattern: weak global bias but a stable worst fixed-position outlier, consistent with fixed-position startup structure rather th",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE;ADD_BOUNDARY
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P15,REDUCED_XOR_COUNTERFACTUALS.P15.S1,"Taken together, these measurements reinforce the sampler-boundary argument.",1,BG,,none,,measurement,none,Experiment setup,None,None,sampler,,,hyphen_count=1; comma_count=1,"X together, these measurements reinforce the sampler-boundary argument.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Reduced-XOR Counterfactuals,,REDUCED_XOR_COUNTERFACTUALS.P15,REDUCED_XOR_COUNTERFACTUALS.P15.S2,"The measured output is shaped by a vector of sampler-side hardware functions and startup-dependent XOR interactions, not only by a single abstract data-RO entropy term.",2,RESULT,,jumps,,measurement,low,None,None,None,RO;entropy;sampler,,,hyphen_count=3; comma_count=1,"X measured output is shaped by a vector of sampler-side hardware functions and startup-dependent X interactions, not only by a single abstract data-X entropy te",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump,ADD_BRIDGE
Entropy-Source Boundary Discussion,,ENTROPY_SOURCE_BOUNDARY_DISCUSSION.P1,ENTROPY_SOURCE_BOUNDARY_DISCUSSION.P1.S1,The evidence chain supports a bounded physical boundary claim.,1,BG,,none,,descriptive,medium,None,None,None,,,,,X evidence chain supports a bounded physical boundary claim.,FINDING_SYNTHESIS/ALTERNATIVE_EXPLANATION/LIMITATION/IMPLICATION,unsupported_claim,ADD_EVIDENCE_ANCHOR
Entropy-Source Boundary Discussion,,ENTROPY_SOURCE_BOUNDARY_DISCUSSION.P1,ENTROPY_SOURCE_BOUNDARY_DISCUSSION.P1.S2,Placement experiments show that implementation choices materially affect continuous-stream statistics.,2,SETUP,,jumps,,causal/generalization,medium,Experiment setup,None,None,,,,hyphen_count=1,X experiments show that implementation choices materially affect continuous-stream statistics.,FINDING_SYNTHESIS/ALTERNATIVE_EXPLANATION/LIMITATION/IMPLICATION,sentence_jump,ADD_BRIDGE
Entropy-Source Boundary Discussion,,ENTROPY_SOURCE_BOUNDARY_DISCUSSION.P1,ENTROPY_SOURCE_BOUNDARY_DISCUSSION.P1.S3,Restart experiments show that continuous-stream quality is not sufficient to characterize startup behavior.,3,RESULT,,elaborates,,method,medium,Experiment setup,None,None,Restart,,,hyphen_count=1,X experiments show that continuous-stream quality is not sufficient to characterize startup behavior.,FINDING_SYNTHESIS/ALTERNATIVE_EXPLANATION/LIMITATION/IMPLICATION,none,KEEP
Entropy-Source Boundary Discussion,,ENTROPY_SOURCE_BOUNDARY_DISCUSSION.P1,ENTROPY_SOURCE_BOUNDARY_DISCUSSION.P1.S4,"The primary-board sampler-side counterfactuals show that changing sample-RO physical implementation can move measured restart outcomes in both directions, and the repeated second-board counterfactual reproduces the same direction of sampler-lock effect with board-specific magnitude.",4,RESULT,,elaborates,,method,medium,None,None,None,RO;restart;sampler,can,,hyphen_count=6; comma_count=1,"X primary-board sampler-side counterfactuals show that changing sample-X physical implementation can move measured restart outcomes in both directions, and the ",FINDING_SYNTHESIS/ALTERNATIVE_EXPLANATION/LIMITATION/IMPLICATION,unsupported_claim,ADD_EVIDENCE_ANCHOR
Entropy-Source Boundary Discussion,,ENTROPY_SOURCE_BOUNDARY_DISCUSSION.P1,ENTROPY_SOURCE_BOUNDARY_DISCUSSION.P1.S5,Pairwise and reset-aligned {} diagnostics constrain one simple mechanism story.,5,BG,,jumps,,descriptive,low,None,None,None,,,,hyphen_count=1,X and reset-aligned {} diagnostics constrain one simple mechanism story.,FINDING_SYNTHESIS/ALTERNATIVE_EXPLANATION/LIMITATION/IMPLICATION,sentence_jump,ADD_BRIDGE
Entropy-Source Boundary Discussion,,ENTROPY_SOURCE_BOUNDARY_DISCUSSION.P1,ENTROPY_SOURCE_BOUNDARY_DISCUSSION.P1.S6,"Reduced-XOR experiments show that final output quality can reflect same-data-RO direction anisotropy and warmup-dependent complement cancellation across both measured boards, and the second-board held-out sampler check shows that changing sampler physical context can nearly balance the aggregate while leaving biased internal directions and reordered contributors.",6,RESULT,,jumps,,comparative,medium,Experiment setup,None,None,RO;sampler,can,,hyphen_count=6; comma_count=1,X experiments show that final output quality can reflect same-data-X direction anisotropy and warmup-dependent complement cancellation across both measured boar,FINDING_SYNTHESIS/ALTERNATIVE_EXPLANATION/LIMITATION/IMPLICATION,sentence_jump,ADD_BRIDGE
Entropy-Source Boundary Discussion,,ENTROPY_SOURCE_BOUNDARY_DISCUSSION.P1,ENTROPY_SOURCE_BOUNDARY_DISCUSSION.P1.S7,"The TVLSI-track warmup/aperture and toolflow checks add two boundary guards: selected-anchor warmup sweeps show that small startup-window changes can move the sampled operating point, while stable-route original-vs-Explore pairs preserve bias at the scale of the current matrix and the larger route-moving pairs mark implementation-context sensitivity.",7,RESULT,,elaborates,,causal/generalization,medium,None,None,None,,can,small,hyphen_count=8; colon_count=1; slash_count=1; comma_count=1,X X warmup/aperture and toolflow checks add two boundary guards: selected-anchor warmup sweeps show that small startup-window changes can move the sampled opera,FINDING_SYNTHESIS/ALTERNATIVE_EXPLANATION/LIMITATION/IMPLICATION,unsupported_claim;risk_word,ADD_EVIDENCE_ANCHOR;REPLACE_RISK_VERB
